plan_enc,zone_enc,claim_history,policy_year,heat_addon,monthly_earnings,daily_hours,veh_enc,plat_enc,disruption_days_hist,zone_factor,claim_factor,loyalty_factor,base_premium,final_premium,raw_plan,raw_risk_zone,raw_vehicle_type,raw_platform
1,0,0,2,1,18739.395931310137,4.9720110104073445,0,1,18,0.85,0.9,0.95,699.0,896.04,RAKSHAK,SAFE,two_wheeler,Swiggy
0,2,0,2,0,18189.774400704395,11.827178230404767,3,0,13,1.25,0.9,0.95,399.0,794.89,SAATHI,HIGH,ev_two_wheeler,Zomato
1,1,0,2,0,27107.57417387414,9.823577413845946,0,2,1,1.0,0.9,0.95,699.0,872.97,RAKSHAK,MODERATE,two_wheeler,Zepto
2,0,0,1,0,32815.866010145066,8.895524042698648,0,3,21,0.85,0.9,1.0,999.0,1280.39,SURAKSHA,SAFE,two_wheeler,Blinkit
1,1,2,1,0,27625.185104171076,10.494017734925679,3,2,11,1.0,1.15,1.0,699.0,1171.51,RAKSHAK,MODERATE,ev_two_wheeler,Zepto
2,0,1,2,0,22507.277324394658,8.309565338744314,0,3,3,0.85,1.0,0.95,999.0,1007.68,SURAKSHA,SAFE,two_wheeler,Blinkit
0,1,0,2,0,30994.60703994397,10.050117263131622,0,0,22,1.0,0.9,0.95,399.0,899.89,SAATHI,MODERATE,two_wheeler,Zomato
0,0,2,2,0,23553.411543761467,9.564945171974454,0,1,20,0.85,1.15,0.95,399.0,746.46,SAATHI,SAFE,two_wheeler,Swiggy
0,0,0,2,0,29985.114725346368,4.518828755863747,0,0,15,0.85,0.9,0.95,399.0,658.59,SAATHI,SAFE,two_wheeler,Zomato
0,1,0,3,0,14157.631815761273,4.468407433951834,0,2,12,1.0,0.9,0.9,399.0,484.98,SAATHI,MODERATE,two_wheeler,Zepto
1,2,0,1,0,21189.397101060724,7.472154929391002,0,3,17,1.25,0.9,1.0,699.0,1134.77,RAKSHAK,HIGH,two_wheeler,Blinkit
2,1,1,1,0,33998.24530624649,4.9466895273870986,1,1,5,1.0,1.0,1.0,999.0,1315.64,SURAKSHA,MODERATE,three_wheeler,Swiggy
2,1,0,1,0,21366.316084774102,4.209573668256518,1,1,16,1.0,0.9,1.0,999.0,1278.4,SURAKSHA,MODERATE,three_wheeler,Swiggy
1,2,0,1,1,35574.13987017064,5.4888113427702185,2,2,16,1.25,0.9,1.0,699.0,1229.59,RAKSHAK,HIGH,bicycle,Zepto
1,2,0,2,0,24231.81967322503,9.836065829219173,1,1,5,1.25,0.9,0.95,699.0,1080.78,RAKSHAK,HIGH,three_wheeler,Swiggy
2,1,0,1,0,18915.406374015995,11.250036644168294,0,3,23,1.0,0.9,1.0,999.0,1366.44,SURAKSHA,MODERATE,two_wheeler,Blinkit
2,0,1,1,0,12941.180805131913,4.501225627642836,0,0,10,0.85,1.0,1.0,999.0,1005.25,SURAKSHA,SAFE,two_wheeler,Zomato
1,0,1,2,0,36699.79719989769,7.147582772508732,3,1,11,0.85,1.0,0.95,699.0,914.72,RAKSHAK,SAFE,ev_two_wheeler,Swiggy
1,1,0,2,0,27829.247128005078,7.71145989350669,0,0,24,1.0,0.9,0.95,699.0,1087.32,RAKSHAK,MODERATE,two_wheeler,Zomato
0,1,0,3,0,13894.714133200045,9.66268077783815,0,3,16,1.0,0.9,0.9,399.0,700.33,SAATHI,MODERATE,two_wheeler,Blinkit
1,0,0,3,1,30732.62544521503,7.698364488004858,2,1,15,0.85,0.9,0.9,699.0,916.91,RAKSHAK,SAFE,bicycle,Swiggy
0,1,0,1,0,17638.185899807282,6.06896667910431,0,2,19,1.0,0.9,1.0,399.0,683.06,SAATHI,MODERATE,two_wheeler,Zepto
1,1,0,3,1,36376.19590128819,5.910369691052314,2,2,8,1.0,0.9,0.9,699.0,925.97,RAKSHAK,MODERATE,bicycle,Zepto
1,1,2,2,0,14953.263598785656,9.254240837794352,0,2,24,1.0,1.15,0.95,699.0,1205.87,RAKSHAK,MODERATE,two_wheeler,Zepto
1,0,0,2,0,34199.9237329475,8.620746927049261,0,2,20,0.85,0.9,0.95,699.0,1060.25,RAKSHAK,SAFE,two_wheeler,Zepto
0,2,1,2,0,36001.019195965084,11.249146038126131,0,3,17,1.25,1.0,0.95,399.0,996.29,SAATHI,HIGH,two_wheeler,Blinkit
0,1,0,3,0,16258.919930223641,7.522587346946792,0,2,5,1.0,0.9,0.9,399.0,512.22,SAATHI,MODERATE,two_wheeler,Zepto
1,2,1,2,0,36693.97723253003,7.419917503364921,0,0,22,1.25,1.0,0.95,699.0,1362.45,RAKSHAK,HIGH,two_wheeler,Zomato
0,1,1,3,0,32481.901729530146,5.499295552780658,0,3,8,1.0,1.0,0.9,399.0,669.15,SAATHI,MODERATE,two_wheeler,Blinkit
1,0,1,1,0,34939.14293640091,11.038575311613563,0,2,15,0.85,1.0,1.0,699.0,1147.37,RAKSHAK,SAFE,two_wheeler,Zepto
1,2,0,3,0,17355.29170160843,8.910219350525592,0,0,22,1.25,0.9,0.9,699.0,1090.82,RAKSHAK,HIGH,two_wheeler,Zomato
2,1,0,2,0,20817.748481163093,4.030537072994777,3,2,14,1.0,0.9,0.95,999.0,1110.39,SURAKSHA,MODERATE,ev_two_wheeler,Zepto
0,2,0,1,0,36258.82239903758,5.724238950330655,0,3,14,1.25,0.9,1.0,399.0,887.15,SAATHI,HIGH,two_wheeler,Blinkit
2,2,0,3,0,36478.34827587384,4.001507196452655,2,2,1,1.25,0.9,0.9,999.0,1102.43,SURAKSHA,HIGH,bicycle,Zepto
1,1,0,1,1,25413.961766893834,4.14400071156172,3,3,7,1.0,0.9,1.0,699.0,892.59,RAKSHAK,MODERATE,ev_two_wheeler,Blinkit
0,2,1,2,1,39490.36341129757,8.970755978028237,0,2,8,1.25,1.0,0.95,399.0,984.91,SAATHI,HIGH,two_wheeler,Zepto
1,2,0,1,0,13913.54619490329,6.106526270025601,0,2,8,1.25,0.9,1.0,699.0,955.33,RAKSHAK,HIGH,two_wheeler,Zepto
1,1,1,2,0,36562.704800541615,11.018094102609435,0,2,13,1.0,1.0,0.95,699.0,1165.33,RAKSHAK,MODERATE,two_wheeler,Zepto
1,2,0,2,0,28318.591382337712,11.96350012953048,0,3,17,1.25,0.9,0.95,699.0,1303.39,RAKSHAK,HIGH,two_wheeler,Blinkit
0,0,0,3,0,35220.03038086915,11.03183120225814,0,0,0,0.85,0.9,0.9,399.0,638.59,SAATHI,SAFE,two_wheeler,Zomato
0,1,0,2,0,36990.65211873569,7.547040115033502,0,1,7,1.0,0.9,0.95,399.0,710.07,SAATHI,MODERATE,two_wheeler,Swiggy
1,1,0,1,0,30262.27926727323,11.604248420689629,0,3,1,1.0,0.9,1.0,699.0,971.15,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,2,0,1,0,25229.81394018238,4.36518996401907,0,1,7,1.25,0.9,1.0,699.0,994.89,RAKSHAK,HIGH,two_wheeler,Swiggy
1,1,1,1,0,26464.033596487414,4.044046393283367,0,1,13,1.0,1.0,1.0,699.0,947.77,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,2,0,3,0,26354.69632677966,6.347910585664973,2,0,8,1.25,0.9,0.9,399.0,558.3,SAATHI,HIGH,bicycle,Zomato
1,0,0,1,0,13255.899904659922,7.604776151865072,0,2,13,0.85,0.9,1.0,699.0,784.02,RAKSHAK,SAFE,two_wheeler,Zepto
0,0,2,2,0,20662.4361001579,10.590323073770357,1,3,6,0.85,1.15,0.95,399.0,729.89,SAATHI,SAFE,three_wheeler,Blinkit
0,2,0,1,0,15388.700013585405,7.351582321499803,0,3,19,1.25,0.9,1.0,399.0,800.4,SAATHI,HIGH,two_wheeler,Blinkit
2,1,2,2,0,22133.75974346022,8.749286329668308,0,0,9,1.0,1.15,0.95,999.0,1362.94,SURAKSHA,MODERATE,two_wheeler,Zomato
0,0,0,3,0,26951.089231337384,5.137096990347661,0,1,16,0.85,0.9,0.9,399.0,625.23,SAATHI,SAFE,two_wheeler,Swiggy
1,1,0,1,0,27641.98710061191,6.745338825381266,0,2,22,1.0,0.9,1.0,699.0,1115.34,RAKSHAK,MODERATE,two_wheeler,Zepto
1,0,1,1,0,35027.8264627118,10.86049870129027,0,1,14,0.85,1.0,1.0,699.0,1091.2,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,0,2,0,31275.340517779834,6.996423096160971,3,3,23,0.85,0.9,0.95,699.0,995.35,RAKSHAK,SAFE,ev_two_wheeler,Blinkit
0,1,0,2,0,21536.916664276167,4.573695110781208,3,2,10,1.0,0.9,0.95,399.0,509.17,SAATHI,MODERATE,ev_two_wheeler,Zepto
1,1,1,2,0,14947.257185516348,5.338877865109024,0,1,17,1.0,1.0,0.95,699.0,922.56,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,2,0,3,0,23072.159503801602,6.505650088561392,0,2,14,1.25,0.9,0.9,699.0,1030.07,RAKSHAK,HIGH,two_wheeler,Zepto
1,0,2,1,1,28882.400541424922,10.6136588779319,2,0,16,0.85,1.15,1.0,699.0,1138.65,RAKSHAK,SAFE,bicycle,Zomato
0,0,0,1,0,27167.734747480114,10.09521450083896,3,1,22,0.85,0.9,1.0,399.0,779.03,SAATHI,SAFE,ev_two_wheeler,Swiggy
1,0,0,2,0,18581.042014507104,10.645508084160614,0,2,3,0.85,0.9,0.95,699.0,769.59,RAKSHAK,SAFE,two_wheeler,Zepto
0,1,0,2,0,20413.702796812104,6.6065849405155985,0,2,23,1.0,0.9,0.95,399.0,706.97,SAATHI,MODERATE,two_wheeler,Zepto
1,0,2,2,1,15706.426612979229,8.74411600288478,0,3,1,0.85,1.15,0.95,699.0,883.29,RAKSHAK,SAFE,two_wheeler,Blinkit
2,0,0,2,0,12964.9152639,11.756861814784763,2,3,18,0.85,0.9,0.95,999.0,1065.11,SURAKSHA,SAFE,bicycle,Blinkit
1,2,0,1,0,26628.436071353004,8.501693592178714,0,3,22,1.25,0.9,1.0,699.0,1279.45,RAKSHAK,HIGH,two_wheeler,Blinkit
1,1,0,1,0,28559.389263829667,10.452714738610215,3,1,2,1.0,0.9,1.0,699.0,840.14,RAKSHAK,MODERATE,ev_two_wheeler,Swiggy
0,0,1,1,0,20733.174240119853,6.048380520839634,3,0,4,0.85,1.0,1.0,399.0,542.31,SAATHI,SAFE,ev_two_wheeler,Zomato
2,0,0,3,0,29711.23507904318,9.15576221696827,0,0,11,0.85,0.9,0.9,999.0,1085.42,SURAKSHA,SAFE,two_wheeler,Zomato
2,0,1,3,0,39850.161963679944,4.718497234262192,0,0,6,0.85,1.0,0.9,999.0,1086.31,SURAKSHA,SAFE,two_wheeler,Zomato
1,0,1,2,0,35685.8003109765,8.908832913899667,0,3,7,0.85,1.0,0.95,699.0,943.19,RAKSHAK,SAFE,two_wheeler,Blinkit
1,1,0,1,0,15107.946766156816,10.465881680073778,0,3,12,1.0,0.9,1.0,699.0,925.38,RAKSHAK,MODERATE,two_wheeler,Blinkit
2,0,0,1,0,18506.76104556934,6.248035991269709,0,1,7,0.85,0.9,1.0,999.0,969.65,SURAKSHA,SAFE,two_wheeler,Swiggy
0,0,0,1,0,29933.329180923633,11.831848921398471,0,1,20,0.85,0.9,1.0,399.0,851.18,SAATHI,SAFE,two_wheeler,Swiggy
1,0,0,2,0,14009.722574342364,9.460937769787218,1,3,13,0.85,0.9,0.95,699.0,820.72,RAKSHAK,SAFE,three_wheeler,Blinkit
1,0,0,2,0,33709.692211287795,6.171275043573715,0,2,22,0.85,0.9,0.95,699.0,1019.01,RAKSHAK,SAFE,two_wheeler,Zepto
0,1,0,1,0,31795.34164876005,4.501516972974927,0,0,17,1.0,0.9,1.0,399.0,767.8,SAATHI,MODERATE,two_wheeler,Zomato
1,0,0,1,0,19571.012018766716,10.74169521728444,3,3,11,0.85,0.9,1.0,699.0,869.6,RAKSHAK,SAFE,ev_two_wheeler,Blinkit
2,1,2,1,0,25826.793132794002,7.1011904436451765,0,3,24,1.0,1.15,1.0,999.0,1629.27,SURAKSHA,MODERATE,two_wheeler,Blinkit
1,0,2,1,0,15628.818233472375,9.408865851315289,0,0,24,0.85,1.15,1.0,699.0,1109.04,RAKSHAK,SAFE,two_wheeler,Zomato
1,1,0,1,1,25327.096468326366,4.887820196681185,0,0,13,1.0,0.9,1.0,699.0,992.57,RAKSHAK,MODERATE,two_wheeler,Zomato
1,0,0,3,1,17935.833531562424,9.258827857361029,3,0,10,0.85,0.9,0.9,699.0,835.86,RAKSHAK,SAFE,ev_two_wheeler,Zomato
1,1,0,2,0,20837.565625373798,9.15866083217851,0,0,20,1.0,0.9,0.95,699.0,1060.19,RAKSHAK,MODERATE,two_wheeler,Zomato
1,1,0,1,0,15122.34194499574,8.126895221698625,0,0,11,1.0,0.9,1.0,699.0,892.08,RAKSHAK,MODERATE,two_wheeler,Zomato
0,2,0,1,0,23320.112923136337,8.24750142729675,2,0,21,1.25,0.9,1.0,399.0,776.51,SAATHI,HIGH,bicycle,Zomato
0,1,0,2,0,33671.75858827735,10.183371855008922,3,1,7,1.0,0.9,0.95,399.0,689.11,SAATHI,MODERATE,ev_two_wheeler,Swiggy
1,0,0,1,0,26502.894775952213,6.784764745346305,0,2,11,0.85,0.9,1.0,699.0,857.85,RAKSHAK,SAFE,two_wheeler,Zepto
0,0,2,2,0,35233.36736805405,8.849172519467839,0,2,23,0.85,1.15,0.95,399.0,888.53,SAATHI,SAFE,two_wheeler,Zepto
1,0,1,1,0,30805.983883288834,8.657670078145848,0,1,7,0.85,1.0,1.0,699.0,914.34,RAKSHAK,SAFE,two_wheeler,Swiggy
2,1,1,2,0,17739.47386675086,9.805017602195328,3,1,6,1.0,1.0,0.95,999.0,1177.54,SURAKSHA,MODERATE,ev_two_wheeler,Swiggy
1,1,0,3,0,29998.92961440488,10.47888149888469,0,0,14,1.0,0.9,0.9,699.0,998.9,RAKSHAK,MODERATE,two_wheeler,Zomato
2,0,0,2,0,38056.99053570304,7.978499569351779,0,2,8,0.85,0.9,0.95,999.0,1098.82,SURAKSHA,SAFE,two_wheeler,Zepto
2,1,2,3,0,38002.48803641672,10.086834756115966,0,0,13,1.0,1.15,0.9,999.0,1531.83,SURAKSHA,MODERATE,two_wheeler,Zomato
1,1,2,1,1,30881.77141265713,5.095992504429371,0,1,10,1.0,1.15,1.0,699.0,1199.02,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,2,0,1,1,26631.11206849749,5.752939835759507,0,2,4,1.25,0.9,1.0,399.0,749.26,SAATHI,HIGH,two_wheeler,Zepto
1,1,0,1,1,32499.432991602764,6.840328451615666,0,1,16,1.0,0.9,1.0,699.0,1133.57,RAKSHAK,MODERATE,two_wheeler,Swiggy
2,1,1,1,0,24830.570210999347,10.25079072491525,0,3,19,1.0,1.0,1.0,999.0,1484.96,SURAKSHA,MODERATE,two_wheeler,Blinkit
1,1,1,2,0,27455.72845938019,10.438024975917559,0,0,20,1.0,1.0,0.95,699.0,1155.06,RAKSHAK,MODERATE,two_wheeler,Zomato
2,1,0,1,1,12012.39788024182,11.21106477313548,0,0,21,1.0,0.9,1.0,999.0,1359.32,SURAKSHA,MODERATE,two_wheeler,Zomato
1,2,0,1,0,14540.207662578068,4.260943586732532,3,3,2,1.25,0.9,1.0,699.0,824.43,RAKSHAK,HIGH,ev_two_wheeler,Blinkit
1,1,0,1,1,37262.61929694266,11.01884489764208,0,3,19,1.0,0.9,1.0,699.0,1305.27,RAKSHAK,MODERATE,two_wheeler,Blinkit
0,1,0,3,0,31027.397959749436,5.7991217345273,0,0,3,1.0,0.9,0.9,399.0,524.89,SAATHI,MODERATE,two_wheeler,Zomato
1,1,0,1,1,35683.78741287909,7.2075340997843735,2,2,13,1.0,0.9,1.0,699.0,1079.31,RAKSHAK,MODERATE,bicycle,Zepto
1,1,0,1,0,28626.469462669233,4.2624769930288675,0,3,13,1.0,0.9,1.0,699.0,939.64,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,2,1,2,0,35094.05997577803,8.125275246851627,2,0,16,1.25,1.0,0.95,699.0,1223.06,RAKSHAK,HIGH,bicycle,Zomato
1,0,0,2,0,28532.07051503541,4.490647645146261,0,0,5,0.85,0.9,0.95,699.0,707.78,RAKSHAK,SAFE,two_wheeler,Zomato
1,0,0,1,0,29937.79659847242,7.32755123665484,0,2,12,0.85,0.9,1.0,699.0,879.21,RAKSHAK,SAFE,two_wheeler,Zepto
1,0,0,1,0,21435.012320088783,11.996351349752754,0,0,3,0.85,0.9,1.0,699.0,858.64,RAKSHAK,SAFE,two_wheeler,Zomato
1,0,0,1,0,19527.708788679614,9.027472379351991,0,1,21,0.85,0.9,1.0,699.0,920.5,RAKSHAK,SAFE,two_wheeler,Swiggy
0,1,0,2,0,31837.711529798326,5.376713834362075,0,0,16,1.0,0.9,0.95,399.0,762.43,SAATHI,MODERATE,two_wheeler,Zomato
1,2,2,1,0,13453.068386515504,5.1373635736311645,0,2,5,1.25,1.15,1.0,699.0,1140.07,RAKSHAK,HIGH,two_wheeler,Zepto
1,2,1,2,0,27380.67360144291,6.495872162611348,3,2,14,1.25,1.0,0.95,699.0,1096.15,RAKSHAK,HIGH,ev_two_wheeler,Zepto
2,0,0,2,1,24254.517188149697,5.879787239967622,2,2,18,0.85,0.9,0.95,999.0,1072.26,SURAKSHA,SAFE,bicycle,Zepto
1,1,0,2,1,17019.15713341812,10.400027854109451,0,0,2,1.0,0.9,0.95,699.0,885.48,RAKSHAK,MODERATE,two_wheeler,Zomato
1,1,1,2,0,29496.47478899597,8.573967865149989,0,1,15,1.0,1.0,0.95,699.0,1097.25,RAKSHAK,MODERATE,two_wheeler,Swiggy
2,1,0,2,0,20589.744786619955,6.823668027618853,0,3,16,1.0,0.9,0.95,999.0,1184.53,SURAKSHA,MODERATE,two_wheeler,Blinkit
2,1,0,1,0,21308.772400163936,4.452685249173725,0,0,14,1.0,0.9,1.0,999.0,1184.2,SURAKSHA,MODERATE,two_wheeler,Zomato
1,2,1,1,0,33026.31435417291,4.810983180425273,2,2,23,1.25,1.0,1.0,699.0,1237.5,RAKSHAK,HIGH,bicycle,Zepto
2,0,0,2,1,27553.871874964083,5.518522423777248,0,0,19,0.85,0.9,0.95,999.0,1158.11,SURAKSHA,SAFE,two_wheeler,Zomato
1,0,1,2,0,29659.61319244598,8.396850148246052,0,2,5,0.85,1.0,0.95,699.0,871.85,RAKSHAK,SAFE,two_wheeler,Zepto
0,0,0,2,0,14578.667090521267,8.427032129013659,3,2,20,0.85,0.9,0.95,399.0,635.04,SAATHI,SAFE,ev_two_wheeler,Zepto
0,2,0,2,0,26721.174147655776,5.996194934705989,0,1,1,1.25,0.9,0.95,399.0,606.75,SAATHI,HIGH,two_wheeler,Swiggy
1,1,1,1,1,27175.722096913443,11.517212090348066,0,3,9,1.0,1.0,1.0,699.0,1176.67,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,2,0,2,0,32799.09929737686,6.616357153214542,0,3,19,1.25,0.9,0.95,699.0,1217.69,RAKSHAK,HIGH,two_wheeler,Blinkit
1,0,0,3,0,27312.527044529248,9.365404203058604,0,0,17,0.85,0.9,0.9,699.0,935.81,RAKSHAK,SAFE,two_wheeler,Zomato
1,0,0,3,0,21967.188909675042,4.1265055698636965,0,2,10,0.85,0.9,0.9,699.0,742.15,RAKSHAK,SAFE,two_wheeler,Zepto
1,1,0,3,0,25818.02778032343,6.266438099399445,0,3,23,1.0,0.9,0.9,699.0,1006.54,RAKSHAK,MODERATE,two_wheeler,Blinkit
0,1,2,1,0,23969.878209989256,5.649739240673119,1,3,10,1.0,1.15,1.0,399.0,730.66,SAATHI,MODERATE,three_wheeler,Blinkit
1,2,1,1,1,29862.719355172685,10.669145073151668,0,3,7,1.25,1.0,1.0,699.0,1332.16,RAKSHAK,HIGH,two_wheeler,Blinkit
1,1,0,2,0,28767.67120222429,5.6087898195413395,3,3,21,1.0,0.9,0.95,699.0,984.7,RAKSHAK,MODERATE,ev_two_wheeler,Blinkit
1,2,1,1,0,37872.75237192052,4.895044932392991,0,2,4,1.25,1.0,1.0,699.0,1162.74,RAKSHAK,HIGH,two_wheeler,Zepto
1,2,1,2,0,20097.248496286596,6.478455002579752,1,2,23,1.25,1.0,0.95,699.0,1245.84,RAKSHAK,HIGH,three_wheeler,Zepto
1,0,0,3,1,21148.791176841143,6.835399590344439,3,0,9,0.85,0.9,0.9,699.0,789.0,RAKSHAK,SAFE,ev_two_wheeler,Zomato
0,0,0,2,0,17428.165902232995,10.870534169345238,0,0,9,0.85,0.9,0.95,399.0,586.7,SAATHI,SAFE,two_wheeler,Zomato
1,1,0,2,0,31430.58853428439,5.836785286031749,0,0,22,1.0,0.9,0.95,699.0,1089.9,RAKSHAK,MODERATE,two_wheeler,Zomato
1,1,1,2,0,14339.521450299313,4.153031731498296,3,0,10,1.0,1.0,0.95,699.0,806.14,RAKSHAK,MODERATE,ev_two_wheeler,Zomato
0,1,0,2,0,13616.500458303282,7.128262953019189,0,1,18,1.0,0.9,0.95,399.0,657.36,SAATHI,MODERATE,two_wheeler,Swiggy
1,1,0,1,0,27145.34010746626,9.571438456288858,0,2,14,1.0,0.9,1.0,699.0,1026.76,RAKSHAK,MODERATE,two_wheeler,Zepto
1,1,0,1,0,15281.709359046536,6.6976526045260165,0,0,23,1.0,0.9,1.0,699.0,1017.51,RAKSHAK,MODERATE,two_wheeler,Zomato
1,0,1,2,1,33741.700474228506,8.890692817733175,0,0,10,0.85,1.0,0.95,699.0,1046.05,RAKSHAK,SAFE,two_wheeler,Zomato
1,1,2,2,0,33073.8722340114,7.720441986405155,0,3,21,1.0,1.15,0.95,699.0,1255.53,RAKSHAK,MODERATE,two_wheeler,Blinkit
2,1,0,2,1,23327.922379312487,7.874755410332069,0,0,10,1.0,0.9,0.95,999.0,1228.65,SURAKSHA,MODERATE,two_wheeler,Zomato
2,2,0,1,0,32806.28310967864,10.783423070106789,0,3,19,1.25,0.9,1.0,999.0,1652.54,SURAKSHA,HIGH,two_wheeler,Blinkit
1,0,2,1,1,13199.451543335172,7.571095122105558,0,0,2,0.85,1.15,1.0,699.0,847.93,RAKSHAK,SAFE,two_wheeler,Zomato
0,0,0,1,1,22618.34304105257,10.65094164977576,0,3,16,0.85,0.9,1.0,399.0,769.43,SAATHI,SAFE,two_wheeler,Blinkit
1,1,0,1,0,28343.980456478188,10.255679817263673,0,3,12,1.0,0.9,1.0,699.0,1078.42,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,0,1,1,0,36931.4664821412,9.999822387616566,0,3,16,0.85,1.0,1.0,699.0,1093.36,RAKSHAK,SAFE,two_wheeler,Blinkit
0,1,2,2,0,16381.348048100816,7.791369760928822,0,1,12,1.0,1.15,0.95,399.0,686.66,SAATHI,MODERATE,two_wheeler,Swiggy
1,0,0,3,0,17261.770662829047,4.615773355046993,0,1,1,0.85,0.9,0.9,699.0,601.31,RAKSHAK,SAFE,two_wheeler,Swiggy
0,1,1,1,0,19393.735571424128,11.512547835602334,0,1,0,1.0,1.0,1.0,399.0,656.84,SAATHI,MODERATE,two_wheeler,Swiggy
1,0,0,2,1,33784.70680805029,10.086810647446253,0,2,5,0.85,0.9,0.95,699.0,957.87,RAKSHAK,SAFE,two_wheeler,Zepto
1,1,0,1,0,12942.939308484993,11.03348618080998,1,0,2,1.0,0.9,1.0,699.0,878.45,RAKSHAK,MODERATE,three_wheeler,Zomato
2,1,2,1,1,39892.41485796581,10.603325312991585,0,1,1,1.0,1.15,1.0,999.0,1634.84,SURAKSHA,MODERATE,two_wheeler,Swiggy
1,2,0,3,0,32949.1495373677,10.453320424214532,1,1,9,1.25,0.9,0.9,699.0,1178.07,RAKSHAK,HIGH,three_wheeler,Swiggy
1,0,0,1,0,27853.059354301986,6.502223913682832,0,2,15,0.85,0.9,1.0,699.0,902.84,RAKSHAK,SAFE,two_wheeler,Zepto
1,0,1,2,0,35439.34957925826,8.956209600290427,0,3,2,0.85,1.0,0.95,699.0,887.88,RAKSHAK,SAFE,two_wheeler,Blinkit
1,0,1,1,0,22898.453207370076,5.831003699867992,0,0,18,0.85,1.0,1.0,699.0,966.45,RAKSHAK,SAFE,two_wheeler,Zomato
2,0,0,1,1,39471.3014203022,9.19607143765958,0,3,16,0.85,0.9,1.0,999.0,1388.47,SURAKSHA,SAFE,two_wheeler,Blinkit
1,2,1,1,1,16685.996902629868,8.002875569724484,2,2,8,1.25,1.0,1.0,699.0,1076.75,RAKSHAK,HIGH,bicycle,Zepto
1,2,0,2,0,17021.968288098746,9.641113164564507,0,1,21,1.25,0.9,0.95,699.0,1135.03,RAKSHAK,HIGH,two_wheeler,Swiggy
2,0,1,2,1,34478.706175086016,11.687361175430597,0,0,2,0.85,1.0,0.95,999.0,1311.18,SURAKSHA,SAFE,two_wheeler,Zomato
1,2,0,1,1,28329.34251975873,8.74272144406488,3,1,7,1.25,0.9,1.0,699.0,1197.57,RAKSHAK,HIGH,ev_two_wheeler,Swiggy
0,0,2,3,0,17914.491281242066,10.903974650870977,3,3,14,0.85,1.15,0.9,399.0,709.31,SAATHI,SAFE,ev_two_wheeler,Blinkit
1,0,1,3,0,37126.244242146095,8.981044268789265,2,3,22,0.85,1.0,0.9,699.0,1029.92,RAKSHAK,SAFE,bicycle,Blinkit
1,0,2,3,1,38263.02648014904,4.680827888958283,0,0,10,0.85,1.15,0.9,699.0,1053.6,RAKSHAK,SAFE,two_wheeler,Zomato
1,1,0,1,0,16689.750494635016,5.178204508416727,0,2,2,1.0,0.9,1.0,699.0,719.9,RAKSHAK,MODERATE,two_wheeler,Zepto
1,0,0,1,0,13751.815582144643,5.684055517322744,0,1,21,0.85,0.9,1.0,699.0,838.33,RAKSHAK,SAFE,two_wheeler,Swiggy
2,1,0,1,0,20467.74631579902,8.507266915870833,0,3,4,1.0,0.9,1.0,999.0,1158.79,SURAKSHA,MODERATE,two_wheeler,Blinkit
1,0,0,1,0,20580.977105198966,10.579049689482835,0,3,9,0.85,0.9,1.0,699.0,856.07,RAKSHAK,SAFE,two_wheeler,Blinkit
0,0,0,2,0,36141.68326242929,6.511003973779764,0,0,22,0.85,0.9,0.95,399.0,806.35,SAATHI,SAFE,two_wheeler,Zomato
0,1,0,2,0,15276.328296022493,10.397743308949757,1,2,15,1.0,0.9,0.95,399.0,762.44,SAATHI,MODERATE,three_wheeler,Zepto
1,1,2,3,1,26284.15465277705,9.889918481070666,2,1,13,1.0,1.15,0.9,699.0,1071.7,RAKSHAK,MODERATE,bicycle,Swiggy
1,0,0,3,0,35919.302091925405,7.926120053698884,0,1,21,0.85,0.9,0.9,699.0,1035.66,RAKSHAK,SAFE,two_wheeler,Swiggy
2,0,0,1,0,19078.356432441644,11.5111596803302,3,3,11,0.85,0.9,1.0,999.0,1118.58,SURAKSHA,SAFE,ev_two_wheeler,Blinkit
1,0,0,2,0,28490.126098475797,10.013409376183354,0,0,12,0.85,0.9,0.95,699.0,925.04,RAKSHAK,SAFE,two_wheeler,Zomato
2,1,0,1,0,17586.148818029036,6.35159280813518,0,0,7,1.0,0.9,1.0,999.0,1067.41,SURAKSHA,MODERATE,two_wheeler,Zomato
0,2,1,2,0,33291.88072710921,8.103377318198126,0,0,6,1.25,1.0,0.95,399.0,797.52,SAATHI,HIGH,two_wheeler,Zomato
2,0,0,1,0,21531.523571199272,8.08464605967648,1,1,19,0.85,0.9,1.0,999.0,1206.75,SURAKSHA,SAFE,three_wheeler,Swiggy
1,0,0,1,1,16499.028371931665,4.199773296936397,0,1,1,0.85,0.9,1.0,699.0,728.37,RAKSHAK,SAFE,two_wheeler,Swiggy
0,0,0,2,0,16857.889409940617,7.03801218335454,0,0,7,0.85,0.9,0.95,399.0,537.41,SAATHI,SAFE,two_wheeler,Zomato
